date,Payrolls - New York-Newark-Jersey City (000s) Period Chg,Payrolls - Los Angeles-Long Beach-Anaheim (000s) Period Chg,Payrolls - Chicago-Naperville-Elgin (000s) Period Chg,Payrolls - Dallas-Fort Worth-Arlington (000s) Period Chg,Payrolls - Houston-Pasadena-The Woodlands (000s) Period Chg,Payrolls - Washington-Arlington-Alexandria (000s) Period Chg,Payrolls - Philadelphia-Camden-Wilmington (000s) Period Chg,Payrolls - Atlanta-Sandy Springs-Roswell (000s) Period Chg,Payrolls - Miami-Fort Lauderdale-West Palm Beach (000s) Period Chg,Payrolls - Boston-Cambridge-Newton (000s) Period Chg,Payrolls - Phoenix-Mesa-Chandler (000s) Period Chg,Payrolls - Seattle-Tacoma-Bellevue (000s) Period Chg,Payrolls - Detroit-Warren-Dearborn (000s) Period Chg,Payrolls - Minneapolis-St. Paul-Bloomington (000s) Period Chg,Payrolls - Riverside-San Bernardino-Ontario (000s) Period Chg,Payrolls - Denver-Aurora-Centennial (000s) Period Chg,Payrolls - San Diego-Chula Vista-Carlsbad (000s) Period Chg,Payrolls - Tampa-St. Petersburg-Clearwater (000s) Period Chg,Payrolls - Orlando-Kissimmee-Sanford (000s) Period Chg,Payrolls - Baltimore-Columbia-Towson (000s) Period Chg,Payrolls - Austin-Round Rock-San Marcos (000s) Period Chg,Payrolls - Charlotte-Concord-Gastonia (000s) Period Chg,Payrolls - Portland-Vancouver-Hillsboro (000s) Period Chg,Payrolls - Nashville-Davidson-Murfreesboro-Franklin (000s) Period Chg,Payrolls - Pittsburgh (000s) Period Chg,Payrolls - San Antonio-New Braunfels (000s) Period Chg,"Payrolls - Columbus, OH (000s) Period Chg",Payrolls - Las Vegas-Henderson-North Las Vegas (000s) Period Chg,Payrolls - Cincinnati (000s) Period Chg,Payrolls - Indianapolis-Carmel-Greenwood (000s) Period Chg,Payrolls - Kansas City (000s) Period Chg,Payrolls - Sacramento-Roseville-Folsom (000s) Period Chg,Payrolls - Cleveland (000s) Period Chg,Payrolls - Salt Lake City-Murray (000s) Period Chg,Payrolls - Raleigh-Cary (000s) Period Chg,Payrolls - San Francisco-Oakland-Fremont (000s) Period Chg,Payrolls - San Jose-Sunnyvale-Santa Clara (000s) Period Chg,Payrolls - Santa Rosa-Petaluma (000s) Period Chg,Payrolls - Vallejo (000s) Period Chg,Payrolls - Napa (000s) Period Chg
2007-05-01,0.17,-0.03,0.08,0.15,0.42,0.0,0.07,0.07,0.09,0.19,0.17,0.29,-0.04,0.04,0.37,0.27,0.12,-0.23,0.08,0.13,0.34,0.18,0.29,-0.2,0.31,0.54,0.15,0.14,0.3,0.19,0.32,0.12,-0.01,0.34,0.55,0.4,0.28,0.0,-0.08,-0.16
2007-06-01,0.3,0.19,0.06,0.27,0.47,0.07,0.17,0.06,0.07,0.12,0.38,0.35,-0.19,0.2,-0.01,0.3,0.18,0.21,0.01,0.07,0.42,0.17,-0.01,0.91,0.27,0.21,0.19,-0.09,-0.07,0.14,0.04,-0.04,0.4,0.24,0.55,0.12,0.38,0.21,0.15,0.62
2007-07-01,-0.11,0.26,0.04,0.05,0.1,-0.06,0.27,0.35,-0.15,0.12,0.14,0.01,-0.38,-0.17,0.44,0.02,0.29,-0.45,-0.13,0.05,0.16,0.11,0.07,0.18,-0.2,0.33,-0.17,-0.38,-0.2,-0.18,0.61,0.36,-0.47,0.08,-0.23,0.23,0.65,-0.05,0.15,0.47
2007-08-01,-0.01,-0.19,-0.09,0.23,0.12,0.1,-0.15,0.09,0.17,0.1,0.02,0.25,0.38,-0.06,-0.39,0.14,-0.23,-0.26,0.17,0.08,0.27,0.24,0.13,0.54,0.1,0.19,-0.11,-0.13,0.08,0.04,0.09,-0.02,-0.04,0.08,0.33,0.15,-0.47,-0.89,0.23,-0.31
2007-09-01,0.03,0.03,-0.1,0.23,0.17,-0.06,-0.27,0.02,-0.06,-0.03,-0.04,-0.17,-0.42,-0.15,-0.17,0.17,0.02,-0.29,-0.09,-0.05,0.3,0.15,0.06,-0.02,-0.12,0.28,0.09,-0.41,0.11,0.23,-0.28,-0.14,-0.43,-0.1,0.02,0.12,0.12,0.32,-0.15,0.46
2007-10-01,0.27,-0.19,0.09,0.31,0.34,0.27,0.23,-0.25,-0.21,0.07,0.07,0.36,-0.78,0.08,-0.25,0.1,-0.32,-0.11,0.21,-0.25,0.49,0.22,0.13,-0.45,0.06,-0.02,-0.05,0.56,0.29,0.16,-0.3,-0.35,0.08,0.1,0.52,-0.33,0.18,0.26,-0.62,0.77
2007-11-01,0.16,0.01,0.07,0.19,0.29,0.13,0.09,0.03,-0.05,0.1,-0.15,0.42,0.51,0.04,-0.12,0.23,-0.09,-0.07,0.33,0.32,0.19,0.18,0.2,0.63,-0.01,0.54,0.17,0.14,0.1,0.03,0.35,-0.07,0.12,0.18,0.31,0.41,0.18,0.0,-0.16,-0.31
2007-12-01,0.11,0.15,0.06,0.26,0.18,0.15,0.01,0.09,0.02,-0.03,-0.14,0.16,-0.26,-0.06,-0.04,0.15,0.22,-0.16,-0.23,0.11,0.31,0.32,0.11,0.06,0.03,0.37,0.01,0.33,0.08,0.12,-0.24,0.0,-0.08,0.15,0.21,0.11,-0.05,0.21,0.08,0.15
2008-01-01,0.24,-0.47,0.02,0.16,0.1,-0.13,0.15,0.03,-0.28,0.41,-0.23,0.12,-0.22,0.04,-0.74,0.23,-0.1,-0.34,-0.27,0.08,0.46,-0.59,0.06,-0.22,0.11,0.26,0.22,-0.23,0.16,-0.21,0.47,-0.52,0.12,0.18,0.08,-0.11,0.57,-0.42,-0.08,1.53
2008-02-01,0.05,0.06,-0.07,0.3,0.26,0.15,0.04,0.11,-0.06,0.14,-0.25,0.28,-0.34,0.2,-0.23,0.29,0.11,-0.08,0.41,0.05,0.27,0.23,0.08,0.11,-0.04,0.23,-0.13,-0.17,-0.02,0.14,0.06,0.19,-0.05,0.08,0.1,0.22,0.05,-0.1,-0.16,-0.3
2008-03-01,-0.05,-0.15,-0.15,-0.1,0.0,-0.08,-0.1,-0.26,-0.28,0.06,-0.63,-0.13,-0.57,-0.04,-0.49,0.02,-0.01,-0.41,-0.08,-0.14,-0.39,-0.11,0.05,-0.24,-0.05,0.03,-0.3,-0.19,-0.53,0.02,0.01,-0.34,-0.71,-0.02,-0.08,-0.08,0.04,-0.11,-0.39,0.3
2008-04-01,-0.01,0.1,0.08,-0.01,0.25,0.32,0.18,-0.25,-0.51,0.08,-0.22,0.07,-0.54,-0.35,-0.37,-0.08,0.02,-0.79,-1.08,-0.08,0.06,-0.23,-0.1,-0.24,0.16,0.14,-0.08,0.02,0.35,-0.08,0.14,-0.25,0.18,0.03,-0.27,-0.24,-0.1,-1.21,-0.47,-0.15
2008-05-01,-0.22,-0.23,-0.13,0.07,0.11,-0.01,-0.27,-0.19,-0.46,-0.03,-0.4,-0.11,-0.27,-0.07,-0.52,-0.17,-0.14,-0.41,-0.31,-0.18,0.15,-0.09,-0.17,0.08,0.09,0.12,-0.26,-0.27,-0.12,0.26,-0.32,-0.4,0.06,-0.21,-0.02,-0.13,-0.14,0.37,-0.08,-0.91
2008-06-01,-0.0,-0.22,-0.23,-0.13,0.1,-0.25,-0.14,-0.29,-0.59,-0.01,-0.52,-0.01,0.05,0.02,-0.21,0.11,-0.12,-0.26,-0.36,-0.32,-0.01,-0.16,-0.29,-0.05,-0.1,-0.05,0.21,-0.4,-0.52,-0.14,0.07,-0.25,-0.15,-0.03,-0.19,-0.03,-0.14,-0.11,-0.31,-0.91
2008-07-01,-0.11,0.03,0.01,0.08,0.36,0.24,-0.06,-0.36,-0.48,0.05,-0.68,0.03,-0.85,0.14,-0.36,-0.17,-0.03,-0.5,-0.28,0.14,0.18,-0.25,0.24,-0.45,0.02,0.09,0.03,-0.43,0.33,0.27,0.19,0.15,-0.29,0.05,0.04,0.14,0.14,-3.98,-0.71,1.23
2008-08-01,-0.06,-0.46,-0.21,-0.24,0.11,0.19,-0.14,-0.26,-0.45,-0.12,-0.01,0.17,0.05,-0.16,-0.36,0.01,-0.28,-0.5,-0.32,-0.08,0.18,-0.16,-0.22,-0.26,0.01,0.08,-0.09,-0.48,-0.25,-0.17,-0.33,-0.67,-0.2,0.02,-0.1,-0.27,0.05,2.65,-0.08,-0.61
2008-09-01,-0.17,-0.22,-0.49,-0.2,-0.86,-0.36,-0.19,-0.44,-0.52,-0.29,-0.38,-0.42,-0.54,-0.37,-0.56,-0.22,-0.21,-0.36,-0.59,-0.3,0.3,0.02,-0.09,-0.1,-0.08,-0.14,-0.31,-0.44,-0.59,-0.45,-0.21,-0.34,-0.34,-0.27,0.02,-0.28,0.06,0.48,-0.16,0.15
2008-10-01,-0.35,-0.69,-0.37,-0.24,0.45,-0.27,-0.32,-0.56,-0.78,-0.2,-0.97,-1.64,-0.46,-0.4,-0.46,-0.51,-0.46,-0.66,-0.64,-0.27,-0.1,-0.77,-0.91,-0.45,-0.14,0.0,-0.3,-0.98,-0.16,-0.4,-0.18,-0.41,-0.42,-0.53,-0.4,-0.53,-1.04,-1.07,0.0,-0.46
2008-11-01,-0.33,-0.63,-0.59,-0.4,0.29,-0.26,-0.38,-0.58,-0.44,-0.39,-0.79,0.65,-0.8,-0.5,-0.8,-0.34,-0.51,-0.55,-0.91,-0.43,0.01,-0.74,-0.78,-0.43,-0.28,-0.12,-0.43,-1.21,-0.6,-0.61,-0.54,-0.53,-0.68,-0.63,-0.5,-0.57,-0.6,-0.87,-0.88,-1.38
2008-12-01,-0.37,-0.59,-0.58,-0.27,-0.32,-0.25,-0.3,-0.56,-0.46,-0.49,-0.89,-0.7,-0.84,-0.54,-0.61,-0.47,-0.54,-0.41,-0.44,-0.26,-0.25,-0.38,-0.95,-0.17,-0.33,-0.25,-0.32,-1.33,-0.3,-0.64,-0.48,-0.36,-0.59,-0.46,-0.27,-0.39,-0.6,-1.04,-0.16,-0.16
2009-01-01,-0.58,-1.02,-0.81,-0.69,-0.55,-0.07,-0.57,-0.7,-1.08,-0.73,-1.06,-0.46,-3.23,-0.7,-0.68,-0.49,-0.7,-0.84,-0.95,-0.57,-0.93,-1.82,-0.52,-1.15,-0.58,-0.59,-0.38,-1.16,-0.83,-0.61,-0.28,-0.68,-0.69,-0.99,-1.27,-0.7,-1.14,-0.66,-0.48,-0.78
2009-02-01,-0.36,-0.71,-0.6,-0.54,-0.46,-0.3,-0.22,-0.59,-0.83,-0.22,-1.05,-0.73,0.06,-0.65,-0.98,-0.93,-0.76,-0.67,-0.61,-0.47,-0.66,-0.43,-0.9,-0.63,-0.15,-0.32,-0.57,-1.02,-0.57,-0.4,-0.49,-0.75,-0.53,-0.75,-0.51,-0.84,-1.05,-1.17,-0.57,-1.41
2009-03-01,-0.52,-0.55,-0.7,-0.55,-0.54,-0.31,-0.74,-0.68,-0.67,-0.5,-0.89,-0.72,-0.53,-0.67,-0.53,-0.7,-0.64,-0.72,-0.7,-0.45,-0.54,-0.84,-0.81,-0.84,-0.47,-0.43,-0.34,-1.35,-0.81,-0.71,-0.67,-0.56,-0.69,-0.57,-0.6,-0.6,-0.76,-0.84,-0.81,-0.96
2009-04-01,-0.59,-0.94,-0.99,-0.54,-0.78,-0.34,-0.59,-0.71,-0.62,-0.46,-0.82,-0.83,-0.71,-0.63,-0.76,-0.61,-0.66,-0.61,-0.64,-0.16,-0.13,-0.88,-0.61,-0.66,-0.5,-0.24,-0.64,-1.63,-0.9,-1.0,-0.48,-0.67,-1.05,-0.91,-0.4,-0.86,-0.75,-1.14,0.9,-0.16
2009-05-01,-0.08,-0.3,-0.21,-0.22,-0.19,-0.07,-0.13,-0.44,-0.37,-0.24,-0.59,-0.46,-1.87,-0.21,-0.37,-0.32,-0.31,-0.4,-0.48,-0.23,-0.03,-0.35,-0.43,-0.26,-0.13,-0.18,-0.35,-0.59,-0.26,-0.31,-0.17,-0.34,-0.76,-0.07,-0.04,-0.55,-0.32,-1.49,-0.57,-1.29
2009-06-01,-0.29,-0.45,-0.49,-0.46,-0.44,-0.04,-0.32,-0.48,-0.32,-0.39,-0.63,-0.47,-1.06,-0.44,-0.4,-0.23,-0.42,-0.38,-0.38,0.01,-0.26,-0.29,-0.46,-0.85,-0.28,-0.02,-0.26,-0.64,-0.52,-0.25,-0.12,-0.6,-0.53,-0.34,-0.42,-0.38,-0.45,-0.87,-0.33,-0.49
2009-07-01,0.06,-0.79,-0.42,-0.21,-0.51,0.07,-0.23,-0.56,-0.34,-0.31,-0.49,-0.48,1.01,0.09,-0.6,-0.23,-1.15,-0.43,-0.5,-0.41,-0.18,-0.36,-0.32,-0.04,-0.13,-0.15,-0.38,-0.52,-0.16,-0.26,-0.3,-0.98,-0.35,-0.58,-0.3,-0.62,-1.62,-0.53,0.08,0.0
2009-08-01,-0.07,-0.37,-0.22,-0.18,-0.27,0.02,-0.14,-0.28,-0.15,-0.05,-0.54,-0.57,-0.4,-0.45,-0.36,-0.21,0.02,-0.11,-0.25,-0.09,-0.03,-0.17,-0.35,0.07,-0.08,-0.17,-0.28,-0.39,-0.01,0.0,-0.14,-0.53,-0.35,0.0,-0.34,-0.82,0.13,0.35,-0.25,-0.66
2009-09-01,-0.35,-0.35,-0.2,-0.28,-0.03,-0.57,-0.2,-0.26,-0.25,0.02,-0.3,0.17,0.12,-0.72,-0.67,-0.03,-0.33,-0.34,-0.06,-0.01,0.01,-0.23,-0.08,0.03,-0.08,0.01,-0.03,-0.06,-0.11,-0.04,-0.39,-0.38,0.08,0.12,-0.1,0.09,0.21,-0.35,-0.66,0.0
2009-10-01,-0.02,0.07,-0.07,0.05,-0.2,0.32,0.16,-0.21,-0.05,-0.03,-0.32,-0.23,0.13,0.16,0.24,-0.18,0.38,-0.21,-0.2,0.08,0.13,-0.55,-0.06,0.28,-0.16,0.26,-0.09,-0.34,-0.19,-0.2,-0.51,0.79,-0.21,0.0,-0.53,0.28,0.2,-0.59,0.17,1.49
2009-11-01,-0.04,-0.14,-0.09,-0.06,-0.11,0.1,-0.1,-0.08,0.08,-0.03,-0.08,-0.38,-0.41,0.04,-0.19,-0.08,0.03,-0.23,-0.11,-0.05,0.16,-0.06,-0.19,0.41,0.17,0.19,-0.11,-0.1,0.07,0.28,-0.04,-0.33,0.08,-0.21,0.31,-0.15,0.25,0.18,-0.08,-0.98
2009-12-01,0.09,-0.09,-0.16,-0.03,-0.13,-0.01,-0.19,-0.09,-0.17,-0.02,-0.21,-0.05,0.01,0.04,-0.12,-0.1,-0.12,-0.34,-0.12,-0.04,0.13,-0.06,0.02,-0.19,0.19,0.06,-0.22,0.36,0.02,-0.04,-0.18,-0.26,-0.02,0.15,0.2,-0.22,-0.22,-0.12,-0.25,0.0
2010-01-01,0.02,0.06,0.07,0.12,0.19,-0.13,0.17,0.04,-0.22,0.94,0.03,-0.06,0.37,-0.11,-0.16,-0.19,-0.19,0.01,-0.04,0.05,0.13,0.05,0.14,0.07,-0.31,0.2,0.3,-0.66,-0.17,0.2,-0.22,-0.52,0.39,-0.05,-0.45,-0.09,-0.05,-0.12,-0.83,0.16
2010-02-01,-0.04,-0.13,0.07,0.02,0.07,-1.0,-0.33,-0.01,0.09,-0.09,0.0,-0.25,-0.18,-0.05,0.0,0.25,-0.14,0.09,-0.03,-1.36,0.04,0.01,-0.07,-0.17,-0.32,0.13,0.01,-0.2,-0.21,-0.08,0.1,-0.3,-0.25,-0.26,-0.12,-0.2,0.07,-0.24,-0.92,-0.33
2010-03-01,0.2,-0.04,-0.05,0.31,0.28,0.97,0.13,0.22,0.05,-0.02,0.09,0.26,-0.17,0.12,0.12,0.02,-0.02,0.14,0.28,1.61,0.52,0.34,0.23,0.33,0.51,0.24,0.25,-0.46,0.23,0.13,-0.09,0.02,0.0,0.38,0.47,0.19,0.17,0.24,-0.59,-0.16
2010-04-01,0.53,0.46,0.02,0.07,0.34,0.91,0.29,0.26,0.16,0.33,0.18,0.39,0.77,0.7,0.35,0.18,0.95,-0.11,0.58,0.63,0.12,0.45,0.3,0.58,0.49,0.12,0.27,0.19,0.32,0.51,0.87,0.08,0.06,0.1,0.53,0.17,0.62,0.18,0.59,-0.49
2010-05-01,0.21,0.29,0.49,0.48,0.53,0.24,0.52,0.48,0.47,0.45,0.46,0.02,-0.04,0.05,0.28,0.25,0.48,0.88,0.43,-0.1,0.33,0.58,0.17,0.58,0.24,0.47,0.1,0.32,0.13,0.19,0.35,0.23,0.07,0.31,0.49,0.23,0.47,0.71,0.0,0.33
2010-06-01,-0.11,-0.13,-0.27,0.08,-0.17,0.02,-0.17,-0.04,-0.01,-0.59,-0.45,-0.05,-0.04,0.03,-0.05,0.05,-0.18,-0.05,0.1,0.07,0.29,-0.09,0.18,-0.22,0.35,-0.24,0.02,-0.09,-0.25,-0.06,-0.09,-0.16,-0.14,0.09,0.2,-0.07,-0.24,-0.35,-0.17,-0.33
2010-07-01,-0.46,-0.25,-0.43,-0.05,0.06,0.12,-0.14,0.08,0.06,0.16,-0.08,0.1,0.69,-0.1,-0.61,0.33,-0.22,-0.02,0.09,-0.06,0.04,-0.08,-0.17,-0.3,0.24,-0.23,0.05,0.15,-0.21,0.06,-0.76,-0.41,0.25,0.14,0.1,-0.35,-0.18,-0.06,0.25,1.66
2010-08-01,0.15,0.07,0.3,0.06,0.18,-0.37,0.07,-0.13,0.08,0.05,-0.04,-0.34,-0.65,0.01,0.21,-0.03,0.27,0.13,-0.05,-0.01,0.2,0.13,0.07,0.17,0.12,0.12,0.01,-0.1,-0.12,-0.03,0.05,-0.3,0.01,-0.03,-0.06,-0.33,-0.17,-0.47,-0.76,-0.98
2010-09-01,0.09,-0.17,0.17,-0.03,0.02,0.07,-0.2,-0.14,-0.11,-0.19,-0.42,0.37,0.56,-0.13,-0.17,-0.01,-0.28,-0.23,-0.29,-0.19,-0.03,-0.07,0.18,0.8,-0.14,-0.05,0.0,-1.06,0.02,-0.84,0.44,-0.07,0.02,0.1,-0.04,0.68,0.37,0.18,-0.25,-1.32
2010-10-01,0.27,0.42,0.48,0.72,0.34,0.28,0.27,0.46,0.1,0.6,0.84,0.35,0.4,0.63,0.15,0.15,0.1,0.72,0.31,0.39,1.16,0.66,0.62,0.61,0.18,0.62,0.34,0.44,0.36,1.05,0.36,0.41,0.22,0.53,0.36,0.01,0.5,0.42,0.34,1.5
2010-11-01,0.03,-0.08,0.02,-0.02,0.12,0.04,0.0,-0.08,-0.11,-0.07,-0.05,0.01,-0.06,0.09,0.16,0.14,-0.18,-0.19,-0.14,0.06,0.19,0.3,0.0,-0.01,0.02,-0.13,0.08,0.1,0.08,-0.08,-0.14,-0.26,0.01,-0.03,0.06,-0.11,0.37,0.06,0.25,0.0
2010-12-01,0.06,0.14,0.13,0.25,0.2,0.15,0.13,-0.04,0.4,0.18,0.15,0.21,0.09,0.06,0.13,0.15,0.12,0.13,0.06,0.03,0.21,0.2,0.23,0.18,0.25,0.2,0.28,0.09,-0.02,0.11,0.2,-0.14,0.1,0.07,0.14,0.15,0.18,0.18,-0.34,-0.49
2011-01-01,0.25,0.37,0.18,0.29,0.3,0.2,0.06,-0.33,0.27,0.12,0.19,0.06,0.67,0.45,-0.4,0.17,0.4,0.13,0.08,0.11,0.18,-0.29,0.12,0.04,0.41,0.29,-0.01,0.27,0.3,0.36,-0.24,0.27,0.01,0.0,0.22,0.52,0.26,0.06,0.25,-0.33
2011-02-01,0.13,-0.06,-0.0,0.01,-0.09,0.09,0.04,1.06,0.1,0.21,0.13,0.18,0.14,0.25,0.31,0.0,0.16,0.01,0.05,0.25,0.16,0.63,0.21,0.01,-0.13,0.07,0.35,-0.06,-0.02,0.01,-0.04,-0.17,0.2,0.08,0.34,0.12,0.23,0.06,-0.08,0.17
2011-03-01,0.13,-0.02,0.2,0.45,0.51,0.14,0.13,0.42,-0.01,0.15,0.13,0.09,0.32,0.15,0.01,0.03,-0.1,0.13,0.11,0.23,0.32,0.11,0.14,0.43,0.15,0.38,0.28,0.25,0.22,0.24,0.36,-0.12,0.06,0.22,0.26,0.02,0.15,2.18,-0.68,0.0
2011-04-01,0.39,-0.18,0.21,0.37,0.53,0.44,0.13,0.06,0.74,0.16,0.36,0.5,0.84,0.43,-0.02,0.57,0.06,0.2,0.52,0.6,0.68,0.23,0.46,0.41,0.03,0.31,0.68,-0.09,0.24,0.28,-0.06,-0.05,0.39,0.3,-0.06,0.36,0.08,-0.63,0.09,0.5
2011-05-01,-0.18,0.03,-0.01,0.09,0.03,-0.49,-0.26,0.06,-0.17,0.03,0.16,-0.18,-0.4,0.04,-0.03,0.0,-0.17,-0.05,-0.14,-0.31,-0.1,-0.07,-0.24,0.33,0.12,0.02,-0.07,0.07,-0.2,0.12,0.2,-0.17,-0.32,-0.08,-0.06,0.04,0.1,-0.29,-0.34,1.32
2011-06-01,0.12,0.07,-0.08,0.22,0.31,0.26,-0.08,-0.03,0.04,-0.4,-0.33,0.17,-0.1,-0.1,-0.22,0.08,-0.12,0.03,0.1,0.07,0.2,0.37,0.06,0.03,0.28,-0.1,-0.02,-0.01,-0.14,-0.35,-0.25,-0.18,-0.2,0.25,0.06,-0.01,0.17,-1.05,0.43,-0.32
2011-07-01,0.24,0.31,0.4,0.48,0.33,0.38,0.09,0.23,0.32,0.92,0.46,0.37,0.72,-0.32,0.33,0.14,0.3,0.59,0.38,0.36,0.35,0.26,0.3,0.92,-0.11,0.53,0.53,0.58,0.75,1.16,0.49,0.33,0.78,0.54,0.28,0.57,0.08,1.0,-0.17,-1.14
2011-08-01,0.09,-0.05,0.2,0.04,0.18,-0.13,-0.21,0.05,0.18,-0.03,0.38,-0.09,0.14,0.89,0.21,0.31,0.02,0.2,0.07,0.09,0.36,0.28,0.06,0.09,0.06,0.18,0.13,-0.06,0.19,-0.16,-0.25,0.36,0.29,0.32,0.08,0.14,0.28,-0.87,0.43,1.48
2011-09-01,0.26,0.21,0.26,0.24,0.36,0.39,0.16,0.2,0.38,0.23,0.14,0.25,0.49,0.4,0.3,0.34,0.23,0.6,0.66,0.09,0.26,0.12,0.15,0.34,0.29,0.21,0.49,-0.07,0.04,0.17,0.4,0.29,-0.24,0.05,0.28,0.48,0.55,0.24,0.25,0.65
2011-10-01,-0.13,-0.04,-0.03,0.0,-0.02,-0.27,-0.12,-0.09,-0.06,-0.0,0.15,0.09,0.24,-0.05,-0.12,-0.33,-0.01,-0.11,-0.32,0.14,0.2,-0.15,0.13,0.26,0.14,-0.07,-0.11,0.28,-0.15,0.43,0.13,0.19,-0.32,-0.02,0.12,0.02,0.22,-0.47,0.42,0.0
2011-11-01,0.16,0.12,0.08,0.1,0.29,0.02,0.05,0.05,-0.03,0.07,0.06,0.25,0.16,0.1,0.18,0.44,0.19,-0.04,0.26,0.2,0.28,0.58,0.26,0.28,0.12,0.03,0.23,0.01,0.16,-0.01,0.44,0.07,0.48,0.22,0.06,0.15,0.14,0.29,0.59,0.48
2011-12-01,0.11,0.19,0.09,0.16,0.44,0.18,0.09,0.13,0.46,0.24,0.04,0.14,-0.02,0.2,0.05,0.35,0.08,0.27,0.22,0.21,0.38,0.16,0.29,0.38,0.09,0.27,0.26,0.21,0.18,0.57,0.08,-0.06,0.19,0.22,0.24,0.21,0.35,-0.06,-1.01,0.16
2012-01-01,0.38,0.47,0.37,0.38,0.34,0.04,0.21,0.35,0.26,0.2,0.5,0.13,0.78,-0.03,0.52,0.24,0.22,0.44,0.35,0.27,0.67,0.51,0.27,0.57,0.13,0.23,0.35,0.22,0.27,0.34,0.39,0.23,0.22,0.45,1.18,0.4,0.39,0.18,0.59,0.16
2012-02-01,0.33,0.24,0.16,0.29,0.19,0.17,0.18,0.14,0.12,0.18,0.13,0.23,0.11,0.2,0.31,0.24,0.25,0.09,0.34,0.05,0.0,0.19,0.2,0.27,0.29,0.23,0.46,0.18,0.33,0.78,0.21,0.32,0.37,0.25,-0.06,0.37,0.29,0.12,-0.25,-0.16
2012-03-01,0.26,0.25,0.14,0.31,0.61,0.36,0.32,0.26,0.28,0.36,0.3,0.41,0.48,0.34,0.3,0.33,0.23,0.14,0.44,0.15,0.24,0.32,0.23,0.72,0.51,0.28,0.41,0.15,0.16,-0.19,0.1,0.02,0.37,0.23,0.45,0.37,0.51,-0.23,0.51,1.44
2012-04-01,-0.36,0.54,0.17,0.25,0.32,-0.01,-0.36,0.26,0.18,-0.23,0.1,0.21,-0.21,0.2,0.61,0.29,1.3,0.18,-0.09,-0.06,0.32,0.13,0.08,-0.29,-0.28,0.18,-0.27,0.39,-0.1,-0.08,-0.14,0.91,0.11,1.25,0.42,0.63,0.71,1.12,-0.08,-0.95
2012-05-01,0.29,0.26,-0.07,0.13,0.43,-0.05,0.02,0.18,0.15,0.08,0.13,0.27,-0.11,-0.43,0.38,0.16,0.29,0.14,-0.02,-0.05,0.3,0.39,0.23,0.16,-0.18,0.29,0.25,0.15,0.19,0.2,0.08,0.11,-0.03,0.63,0.08,0.4,0.24,0.64,0.5,1.28
2012-06-01,0.17,0.29,0.08,0.2,0.4,0.19,0.03,0.31,0.21,0.24,0.47,0.25,0.02,0.16,0.32,0.43,0.22,0.06,0.22,0.09,0.5,-0.11,0.18,0.3,-0.02,0.28,0.38,0.39,0.18,0.22,-0.07,0.58,0.13,0.27,0.15,0.49,0.42,0.17,-0.17,0.47
2012-07-01,-0.37,0.06,0.14,0.06,0.24,-0.17,0.12,-0.25,0.04,0.09,0.09,-0.02,0.62,-0.16,-0.06,0.2,-0.07,0.1,0.22,0.07,0.25,0.3,0.04,0.26,-0.18,0.13,-0.28,-0.04,-0.07,0.22,-0.03,-0.29,0.04,-0.4,0.38,0.23,0.03,0.92,0.59,-0.31
2012-08-01,0.39,0.07,0.16,0.31,0.5,0.31,0.12,0.1,0.14,0.26,0.26,0.15,0.15,0.32,0.15,-0.05,0.17,0.06,0.1,0.17,0.53,0.21,0.17,0.26,-0.13,0.76,0.07,0.17,0.07,0.04,0.38,0.05,-0.16,0.53,0.15,0.26,0.27,0.17,0.33,0.63
2012-09-01,0.31,0.22,0.27,0.23,0.36,0.19,0.06,0.04,0.32,0.21,0.38,0.23,-0.12,0.46,0.08,0.51,0.19,0.15,0.43,0.2,0.51,0.27,0.02,0.33,0.15,0.04,0.59,0.41,0.34,0.35,-0.16,0.05,0.21,0.18,-0.02,0.23,0.39,-0.28,0.33,0.0
2012-10-01,-0.01,0.09,0.02,0.24,0.22,0.24,0.11,0.34,0.3,0.1,0.17,0.4,0.14,0.16,0.33,0.37,0.15,0.29,0.55,0.14,0.59,0.15,0.39,0.35,0.24,0.23,0.62,0.2,0.17,0.03,0.16,0.16,0.15,0.1,0.08,0.24,0.39,0.34,-0.08,0.31
2012-11-01,-0.48,0.35,0.15,0.25,0.36,0.11,-0.01,0.32,0.1,0.17,0.19,0.33,0.2,0.16,0.14,0.32,0.22,0.1,0.41,0.14,0.65,0.25,0.12,0.33,0.01,0.24,0.02,0.26,-0.15,-0.08,0.1,0.19,0.1,0.4,0.34,0.36,0.39,-0.23,0.0,0.31
2012-12-01,0.71,0.19,0.14,0.29,0.21,0.07,0.18,-0.05,0.13,0.07,0.24,0.08,0.28,-0.01,-0.06,0.29,0.26,0.32,0.1,0.23,0.1,0.18,0.09,0.36,-0.05,0.36,0.13,0.08,-0.07,0.13,-0.08,0.09,0.0,0.05,0.13,0.31,0.33,0.63,0.66,0.0
2013-01-01,0.14,-0.14,0.16,-0.14,0.17,0.09,0.04,0.61,0.27,0.21,0.18,0.27,0.3,0.56,1.1,0.35,0.19,0.3,-0.21,0.28,0.28,0.17,-0.07,0.18,-0.07,-0.06,0.28,0.32,0.1,0.27,0.34,1.17,0.1,0.38,0.42,-0.07,0.23,0.57,-0.25,0.16
